Word;DocNumber;Weight
THE;1;0.08404525950635426
THE;2;0.015418374945410316
THE;3;0.0373186040345379
THE;4;0.05953205881700094
THE;5;0.03793193128162892
THE;6;0.055235930861134895
THE;7;0.06407037720215347
THE;8;0.041264098530195595
THE;9;0.05953205881700094
THE;10;0.07143847058040113
THE;11;0.051850502840613724
THE;12;0.0510274789860008
THE;13;0.034848034429463964
THE;14;0.048657781819468254
THE;15;0.05227205164419594
THE;16;0.02747633483861582
THE;17;0.03617137750906386
THE;18;0.028015086502118088
THE;19;0.052609726396419434
THE;20;0.03018526925932442
THE;21;0.0190502588214403
THE;22;0.03289929566202683
THE;23;0.018924098166993676
THE;24;0.0341810864021058
THE;25;0.02342244937062332
THE;26;0.06628311703336187
THE;27;0.08306798904697806
THE;28;0.07003771625529522
THE;29;0.016236016041000258
THE;30;0.027301326336459028
THE;31;0.04733874556532605
THE;32;0.040436870139849694
THE;33;0.00821131845751737
THE;34;0.04762564705360075
THE;35;0.04559902377472412
THE;37;0.030079356033853106
THE;38;0.03799918647893677
THE;39;0.04121450225792373
THE;41;0.029158559420571887
THE;42;0.05357885293530084
THE;43;0.05775876344798389
THE;44;0.0510274789860008
THE;45;0.026458692807555972
THE;46;0.043078474721849926
THE;47;0.026599430535255736
THE;48;0.027936832070547927
THE;49;0.03759919504231638
THE;50;0.018555446904000295
THE;51;0.05747922920262159
THE;52;0.07209386939306536
THE;53;0.05495266967723164
THE;54;0.0255137394930004
THE;55;0.04109292555509799
THE;56;0.02232452205637535
THE;57;0.019307694751459766
THE;58;0.039204038733146956
THE;60;0.058716551161973524
THE;61;0.019518707808852766
THE;62;0.023681260965878824
THE;63;0.032147311761180505
THE;64;0.05357885293530084
THE;65;0.058317118841143774
THE;66;0.05953205881700094
THE;67;0.056998779718405154
THE;68;0.009786091860328921
THE;69;0.04121450225792373
THE;70;0.03434541854826977
THE;71;0.0496483579323251
THE;72;0.07870339979196735
THE;73;0.060420597008299465
THE;74;0.06411144795677023
THE;75;0.02976602940850047
THE;76;0.04587791688649614
THE;77;0.0510274789860008
THE;78;0.0255137394930004
THE;79;0.04802586257505958
THE;80;0.06697356616912606
THE;81;0.05864352062570242
THE;82;0.00992200980283349
THE;83;0.04439678962623799
THE;84;0.040133972236180405
THE;85;0.03217949125243294
THE;86;0.022126959914283532
THE;87;0.03720753676062559
THE;88;0.014007543251059044
THE;89;0.011279758512694915
THE;90;0.026705970310430326
THE;91;0.056130226884600884
THE;92;0.04710228829476997
THE;93;0.061452447811097745
THE;94;0.06913400378748495
THE;95;0.07450638035992756
THE;96;0.03571923529020057
THE;97;0.019661964379926917
THE;98;0.049840793428186835
THE;99;0.038825255750218
THE;100;0.0798195202015655
THE;101;0.030079356033853106
THE;102;0.02304466792916165
THE;103;0.0310602046001744
THE;104;0.0432271000327268
THE;105;0.029459163125938607
THE;106;0.0460893358583233
THE;107;0.05679208958274566
THE;108;0.011522333964580826
THE;109;0.05263887305924293
THE;110;0.03276994063321153
THE;111;0.05035310701702282
THE;112;0.04625512483623095
THE;113;0.06869083709653954
THE;114;0.03210717778894433
THE;115;0.032472032082000515
THE;116;0.015199674591574707
THE;117;0.054429310918400864
THE;118;0.036479219019779296
THE;119;0.07599837295787354
THE;120;0.023232022952975977
THE;121;0.04913757235688966
THE;122;0.03030722994320048
THE;123;0.03623690536687014
THE;124;0.06897507504314591
THE;125;0.04622489272849485
THE;126;0.03621304960296831
THE;127;0.03018526925932442
